Winery;Year;Wine ID;Wine;Type;Rating;Num_Reviews;Price;Country;Region
Herdade da Maroteira;2020;1517887;Senhor Doutor Reserva Touriga Nacional 2020;Red;4.3;203;15.9;Portugal;Alentejo
Quinta do Vale Meão;2020;1142315;Douro 2020;Red;4.5;70;158.0;Portugal;Douro
Casal da Coelheira;2020;1254630;Mythos 2020;Red;4.5;124;19.9;Portugal;Tejo
Herdade da Maroteira;2020;1185290;Cem Reis Reserva Syrah 2020;Red;4.6;252;56.0;Portugal;Alentejo
Casa de Santa Vitoria;2021;1148218;Versátil Tinto 2021;Red;3.5;92;3.95;Portugal;Alentejo
Altos da Beira;2021;8459591;Tinto 2021;Red;3.6;87;3.3;Portugal;Beiras
Fiuza;2021;2080765;Cabernet Sauvignon 2021;Red;3.7;76;5.5;Portugal;Tejo
Adega Mayor;2021;1646116;Caiado Tinto 2021;Red;3.7;391;5.0;Portugal;Alentejo
Lavradores de Feitoria;2021;16384;Douro Tinto 2021;Red;3.7;72;5.5;Portugal;Douro
José Maria da Fonseca;2021;2027063;Montado Alentejo Tinto 2021;Red;3.7;52;5.99;Portugal;Alentejo
Casal Branco;2021;75682;Terra de Lobos Tinto 2021;Red;3.7;64;5.0;Portugal;Tejo
Piano;2021;2099266;Tinto 2021;Red;3.7;109;4.1;Portugal;Douro
Bacalhôa;2021;1706071;Alentejano Monte das Ânforas Tinto 2021;Red;3.8;198;4.19;Portugal;Alentejo
Adega Cooperativa de Vidigueira;2021;5167216;Ato IV A Inspiração Syrah 2021;Red;3.8;70;7.29;Portugal;Alentejo
Monte da Ravasqueira;2021;6061140;Clássico Tinto 2021;Red;3.8;434;8.9636950736907;Portugal;Alentejo
Esporão;2021;5608859;Colheita Tinto 2021;Red;3.8;358;9.74;Portugal;Alentejo
Casa Ermelinda Freitas;2021;1191946;Dona Ermelinda Palmela Tinto 2021;Red;3.8;289;3.9;Portugal;Península de Setúbal
Niepoort;2021;6342192;Nat Cool 2021;Red;3.8;896;11.0;Portugal;Bairrada
José Maria da Fonseca;2021;1635822;Periquita Tinto (Original) 2021;Red;3.8;451;3.53;Portugal;Península de Setúbal
Quinta da Plansel;2021;1928037;Plansel Selecta 2021;Red;3.8;82;5.95;Portugal;Alentejo
Villa Alvor;2021;7221610;Tinto 2021;Red;3.8;87;5.95;Portugal;Algarve
Herdade das Servas;2021;1748188;Monte Das Servas Escolha 2021;Red;3.9;134;5.5;Portugal;Alentejo
Herdade do Rocim;2021;1246803;Mariana Tinto 2021;Red;4.0;481;6.65;Portugal;Alentejo
Herdade do Sobroso;2021;1379045;Reserva Tinto 2021;Red;4.1;103;14.58;Portugal;Alentejo
Malhadinha Nova;2021;1226145;Alentejano Monte da Peceguina Tinto 2021;Red;4.2;517;11.92;Portugal;Alentejo
Quinta Nova de Nossa Senhora do Carmo;2021;1274033;Douro Tinto (Colheita Unoaked) 2021;Red;4.2;370;8.85;Portugal;Douro
Quinta Nova de Nossa Senhora do Carmo;2021;1269166;Grainha Reserva 2021;Red;4.2;379;13.95;Portugal;Douro
Quinta Casa Amarela;2021;1214288;Reserva Tinto 2021;Red;4.2;56;16.5;Portugal;Douro
Valle Pradinhos;2021;4009800;Reserva Tinto 2021;Red;4.2;199;13.5;Portugal;Trás-os-Montes
São João;;1296046;Bruto ;Sparkling;3.6;450;5.89;Portugal;Beiras
Burmester;1937;76378;Colheita Port 1937;Fortified;4.7;370;390.0;Portugal;Porto
Kopke;1937;76372;Colheita Port 1937;Fortified;4.8;59;697.88;Portugal;Porto
Quinta do Noval;1937;1175612;Port Tawny Colheita 1937;Fortified;4.8;52;595.0;Portugal;Porto
Kopke;1941;76372;Colheita Port 1941;Fortified;4.7;70;588.5;Portugal;Porto
Burmester;1950;76378;Colheita Port 1950;Fortified;4.7;51;280.49;Portugal;Porto
Burmester;1952;76378;Colheita Port 1952;Fortified;4.7;121;974.33;Portugal;Porto
W. & J. Graham's;1952;1630149;Single Harvest Tawny Port 1952;Fortified;4.8;116;1580.0;Portugal;Porto
Kopke;1957;76372;Colheita Port 1957;Fortified;4.6;164;313.01;Portugal;Porto
Warre's;1960;1148781;Vintage Port 1960;Fortified;4.5;52;231.71;Portugal;Porto
Krohn;1960;1136061;Colheita Port 1960;Fortified;4.8;62;223.58;Portugal;Porto
Cálem;1961;1198393;Porto Tawny Colheita 1961;Fortified;4.5;156;304.5;Portugal;Porto
Krohn;1961;1136061;Colheita Port 1961;Fortified;4.6;129;695.0;Portugal;Porto
Borges;1963;1141833;Vintage Port 1963;Fortified;4.5;154;295.0;Portugal;Porto
C. da Silva;1963;1851885;Dalva Golden White Colheita Porto 1963;Fortified;4.7;175;142.28;Portugal;Porto
Dow's;1963;80415;Vintage Port 1963;Fortified;4.7;134;239.84;Portugal;Porto
Kopke;1964;76372;Colheita Port 1964;Fortified;4.6;59;299.0;Portugal;Porto
Messias;1964;1521009;Colheita Port 1964;Fortified;4.6;60;249.0;Portugal;Porto
Messias;1965;1521009;Colheita Port 1965;Fortified;4.7;55;239.0;Portugal;Porto
Krohn;1965;1317262;Vintage Port 1965;Fortified;4.7;112;262.5;Portugal;Porto
Messias;1966;1521009;Colheita Port 1966;Fortified;4.6;63;225.0;Portugal;Porto
Kopke;1966;76372;Colheita Port 1966;Fortified;4.6;522;182.93;Portugal;Porto
Krohn;1966;1136061;Colheita Port 1966;Fortified;4.8;91;450.0;Portugal;Porto
Taylor's;1966;1598998;Very Old Single Harvest Port 1966;Fortified;4.8;389;325.0;Portugal;Porto
C. da Silva;1967;2258813;Dalva Colheita Porto 1967;Fortified;4.5;140;565.0;Portugal;Porto
Kopke;1967;76372;Colheita Port 1967;Fortified;4.6;185;189.5;Portugal;Porto
Messias;1967;1521009;Colheita Port 1967;Fortified;4.7;54;310.0;Portugal;Porto
Taylor's;1967;1598998;Very Old Single Harvest Port 1967;Fortified;4.7;271;384.01;Portugal;Porto
Andresen;1968;1154891;Special Selection Colheita Porto 1968;Fortified;4.6;68;152.25;Portugal;Porto
Quinta do Noval;1968;1175612;Port Tawny Colheita 1968;Fortified;4.7;153;199.19;Portugal;Porto
Taylor's;1968;1598998;Very Old Single Harvest Port 1968;Fortified;4.7;350;290.0;Portugal;Porto
Krohn;1968;1136061;Colheita Port 1968;Fortified;4.8;72;231.71;Portugal;Porto
Borges;1970;1141833;Vintage Port 1970;Fortified;4.3;157;110.7;Portugal;Porto
Dow's;1970;80415;Vintage Port 1970;Fortified;4.5;173;191.06;Portugal;Porto
Taylor's;1970;1598998;Very Old Single Harvest Port 1970;Fortified;4.7;137;270.0;Portugal;Porto
D'Oliveiras;1973;1973117;Verdelho Madeira 1973;Fortified;4.6;109;162.6;Portugal;Madeira
Kopke;1974;76372;Colheita Port 1974;Fortified;4.6;188;147.0;Portugal;Porto
Barros;1974;1189822;Colheita Porto 1974;Fortified;4.6;311;89.43;Portugal;Porto
Dow's;1974;80417;Colheita Single Harvest Tawny Port 1974;Fortified;4.7;51;127.01;Portugal;Porto
C. da Silva;1975;2258813;Dalva Colheita Porto 1975;Fortified;4.4;138;139.0;Portugal;Porto
Burmester;1975;76378;Colheita Port 1975;Fortified;4.5;302;139.0;Portugal;Porto
Kopke;1975;76372;Colheita Port 1975;Fortified;4.5;342;92.28;Portugal;Porto
Warre's;1975;1148781;Vintage Port 1975;Fortified;4.5;156;159.0;Portugal;Porto
Poças;1976;1136261;Colheita Port 1976;Fortified;4.3;130;67.18;Portugal;Porto
Kopke;1976;76372;Colheita Port 1976;Fortified;4.5;154;125.0;Portugal;Porto
Krohn;1976;1136061;Colheita Port 1976;Fortified;4.6;215;109.76;Portugal;Porto
Royal Oporto;1976;81181;Colheita Porto 1976;Fortified;4.7;103;139.89;Portugal;Porto
C. da Silva;1977;2258813;Dalva Colheita Porto 1977;Fortified;4.3;100;137.5;Portugal;Porto
W. & J. Graham's;1977;45454;Vintage Port 1977;Fortified;4.5;444;495.0;Portugal;Porto
Royal Oporto;1977;81181;Colheita Porto 1977;Fortified;4.6;177;169.99;Portugal;Porto
Niepoort;1977;1267518;Porto Garrafeira 1977;Fortified;4.6;62;495.0;Portugal;Porto
Fonseca;1977;1206377;Vintage Port 1977;Fortified;4.7;155;395.0;Portugal;Porto
Kopke;1978;76372;Colheita Port 1978;Fortified;4.5;689;123.9;Portugal;Porto
Krohn;1978;1136061;Colheita Port 1978;Fortified;4.6;123;117.89;Portugal;Porto
Real Companhia Velha;1978;1722636;Desintervenção Port 1978;Fortified;4.6;59;67.07;Portugal;Porto
Borges;1979;1141833;Vintage Port 1979;Fortified;4.4;92;157.76;Portugal;Porto
Barros;1979;1189822;Colheita Porto 1979;Fortified;4.5;54;66.26;Portugal;Porto
Messias;1980;1189352;Port Vintage Quinta Do Cachão 1980;Fortified;4.2;53;99.36;Portugal;Porto
Messias;1980;1521009;Colheita Port 1980;Fortified;4.3;265;170.0;Portugal;Porto
Gould Campbell;1980;1203034;Vintage Port 1980;Fortified;4.3;188;350.0;Portugal;Porto
Andresen;1980;1154891;Special Selection Colheita Porto 1980;Fortified;4.4;86;126.0;Portugal;Porto
Taylor's;1980;69744;Vintage Port 1980;Fortified;4.4;122;97.56;Portugal;Porto
Warre's;1980;1148781;Vintage Port 1980;Fortified;4.4;280;147.0;Portugal;Porto
Kopke;1980;76372;Colheita Port 1980;Fortified;4.5;249;110.0;Portugal;Porto
Barros;1980;1189822;Colheita Porto 1980;Fortified;4.5;60;65.9;Portugal;Porto
Dow's;1980;80415;Vintage Port 1980;Fortified;4.5;111;134.15;Portugal;Porto
Royal Oporto;1980;81181;Colheita Porto 1980;Fortified;4.6;154;89.49;Portugal;Porto
Maynard's;1982;1190331;Colheita Port 1982;Fortified;4.2;100;135.6;Portugal;Porto
Messias;1982;1189352;Port Vintage Quinta Do Cachão 1982;Fortified;4.2;68;88.19;Portugal;Porto
Andresen;1982;1154891;Special Selection Colheita Porto 1982;Fortified;4.3;98;107.99;Portugal;Porto
Borges;1982;1141833;Vintage Port 1982;Fortified;4.3;97;177.12;Portugal;Porto
Krohn;1982;1136061;Colheita Port 1982;Fortified;4.4;367;81.26;Portugal;Porto
Niepoort;1982;1162976;Vintage Port 1982;Fortified;4.4;75;196.34;Portugal;Porto
Real Companhia Velha;1982;1266123;Vintage Port 1982;Fortified;4.4;131;199.0;Portugal;Porto
Niepoort;1982;1636879;Late Bottled Vintage Port 1982;Fortified;4.6;68;171.1;Portugal;Porto
Niepoort;1983;1162976;Vintage Port 1983;Fortified;4.1;64;140.1;Portugal;Porto
Cálem;1983;1136082;Vintage Port 1983;Fortified;4.2;65;50.81;Portugal;Porto
Ramos Pinto;1983;13303;Vintage Porto 1983;Fortified;4.3;154;96.95;Portugal;Porto
Taylor's;1983;69744;Vintage Port 1983;Fortified;4.4;183;93.5;Portugal;Porto
W. & J. Graham's;1983;45454;Vintage Port 1983;Fortified;4.4;628;97.56;Portugal;Porto
Kopke;1983;76372;Colheita Port 1983;Fortified;4.5;138;73.2;Portugal;Porto
Barros;1984;1189822;Colheita Porto 1984;Fortified;4.5;68;199.5;Portugal;Porto
Burmester;1985;76378;Colheita Port 1985;Fortified;4.2;309;99.75;Portugal;Porto
Cockburn's;1985;1924936;Vintage Port 1985;Fortified;4.2;50;67.07;Portugal;Porto
Ferreira;1985;75996;Vintage Port 1985;Fortified;4.3;79;99.0;Portugal;Porto
Cálem;1985;1136082;Vintage Port 1985;Fortified;4.3;418;97.39;Portugal;Porto
C. da Silva;1985;2258813;Dalva Colheita Porto 1985;Fortified;4.4;530;71.5;Portugal;Porto
Taylor's;1985;69664;Late Bottled Vintage Port 1985;Fortified;4.4;88;61.67;Portugal;Porto
Niepoort;1985;1162976;Vintage Port 1985;Fortified;4.4;63;87.68;Portugal;Porto
Real Companhia Velha;1985;1266123;Vintage Port 1985;Fortified;4.4;536;43.5;Portugal;Porto
Dow's;1985;80415;Vintage Port 1985;Fortified;4.4;631;109.76;Portugal;Porto
Fonseca;1985;33324;Guimaraens Vintage Port 1985;Fortified;4.5;358;245.0;Portugal;Porto
Dow's;1985;1361814;Late Bottled Vintage Port 1985;Fortified;4.5;184;77.24;Portugal;Porto
Taylor's;1985;69744;Vintage Port 1985;Fortified;4.5;823;109.76;Portugal;Porto
Niepoort;1986;8971;Colheita Port 1986;Fortified;4.4;77;195.0;Portugal;Porto
Burmester;1987;76378;Colheita Port 1987;Fortified;4.3;312;60.98;Portugal;Porto
Kopke;1987;76372;Colheita Port 1987;Fortified;4.4;343;75.99;Portugal;Porto
Taylor's;1987;88352;Quinta de Vargellas Vintage Port 1987;Fortified;4.4;69;139.5;Portugal;Porto
W. & J. Graham's;1987;45974;Late Bottled Vintage Port 1987;Fortified;4.6;92;73.13;Portugal;Porto
Real Companhia Velha;1987;1266123;Vintage Port 1987;Fortified;4.6;119;120.0;Portugal;Porto
Cálem;1989;1136082;Vintage Port 1989;Fortified;4.1;53;74.5;Portugal;Porto
Favaios;1989;1138989;Moscatel do Douro 1989;Fortified;4.3;57;121.0;Portugal;Douro
Cálem;1989;1198393;Porto Tawny Colheita 1989;Fortified;4.3;77;65.8;Portugal;Porto
C. da Silva;1989;1851885;Dalva Golden White Colheita Porto 1989;Fortified;4.5;70;85.37;Portugal;Porto
Barão de Vilar;1989;6062352;Porto Colheita White 1989;Fortified;4.5;50;66.0;Portugal;Porto
Quinta do Côtto;1989;1187604;Vintage Port 1989;Fortified;4.5;123;70.0;Portugal;Porto
Barão de Vilar;1990;1199441;Colheita Port 1990;Fortified;4.1;59;78.01;Portugal;Porto
C. da Silva;1990;4868306;Presidential Colheita Port 1990;Fortified;4.1;148;102.71;Portugal;Porto
Burmester;1990;76378;Colheita Port 1990;Fortified;4.3;84;99.75;Portugal;Porto
C. da Silva;1990;2258813;Dalva Colheita Porto 1990;Fortified;4.3;322;30.45;Portugal;Porto
Quinta do Vesuvio;1990;1099392;Vintage Port 1990;Fortified;4.5;63;117.89;Portugal;Porto
Andresen;1991;1154891;Special Selection Colheita Porto 1991;Fortified;4.3;137;61.96;Portugal;Porto
Croft;1991;80040;Vintage Port 1991;Fortified;4.3;54;180.0;Portugal;Porto
W. & J. Graham's;1991;45454;Vintage Port 1991;Fortified;4.3;115;120.9;Portugal;Porto
Ramos Pinto;1991;13303;Vintage Porto 1991;Fortified;4.4;83;77.24;Portugal;Porto
Porto Cruz;1992;5376783;Gran Cruz Colheita Porto 1992;Fortified;4.0;112;35.0;Portugal;Porto
Poças;1992;1136261;Colheita Port 1992;Fortified;4.1;285;59.4;Portugal;Porto
C. da Silva;1992;2258813;Dalva Colheita Porto 1992;Fortified;4.2;160;39.0;Portugal;Porto
Quevedo;1992;1496958;Colheita Port 1992;Fortified;4.3;104;54.98;Portugal;Porto
Niepoort;1992;1636879;Late Bottled Vintage Port 1992;Fortified;4.3;57;480.0;Portugal;Porto
Quinta do Vesuvio;1992;1099392;Vintage Port 1992;Fortified;4.5;69;152.25;Portugal;Porto
Fonseca;1992;1206377;Vintage Port 1992;Fortified;4.5;94;200.0;Portugal;Porto
Taylor's;1992;69744;Vintage Port 1992;Fortified;4.7;164;205.48;Portugal;Porto
Poças;1994;1136261;Colheita Port 1994;Fortified;3.9;279;36.59;Portugal;Porto
Burmester;1994;76382;Vintage Port 1994;Fortified;4.1;56;56.3;Portugal;Porto
C. da Silva;1994;2258813;Dalva Colheita Porto 1994;Fortified;4.2;126;40.95;Portugal;Porto
Taylor's;1994;69664;Late Bottled Vintage Port 1994;Fortified;4.2;334;53.54;Portugal;Porto
Niepoort;1994;1162976;Vintage Port 1994;Fortified;4.2;54;87.76;Portugal;Porto
Niepoort;1994;1636879;Late Bottled Vintage Port 1994;Fortified;4.3;62;56.71;Portugal;Porto
Ramos Pinto;1994;1393914;Quinta de Ervamoira Vintage Porto 1994;Fortified;4.3;148;75.0;Portugal;Porto
Croft;1994;80040;Vintage Port 1994;Fortified;4.3;94;106.99;Portugal;Porto
W. & J. Graham's;1994;45454;Vintage Port 1994;Fortified;4.3;485;76.63;Portugal;Porto
Ramos Pinto;1994;13303;Vintage Porto 1994;Fortified;4.3;61;85.37;Portugal;Porto
Dow's;1994;80415;Vintage Port 1994;Fortified;4.5;468;150.41;Portugal;Porto
Fonseca;1994;33324;Guimaraens Vintage Port 1994;Fortified;4.6;195;329.0;Portugal;Porto
Fonseca;1994;1206377;Vintage Port 1994;Fortified;4.7;146;191.06;Portugal;Porto
Rozès;1995;1136213;Port 1995;Fortified;3.5;67;46.43;Portugal;Porto
Rozès;1995;1135751;Vintage Port 1995;Fortified;3.7;61;32.48;Portugal;Porto
C. da Silva;1995;4868306;Presidential Colheita Port 1995;Fortified;3.9;63;44.13;Portugal;Porto
Burmester;1995;76382;Vintage Port 1995;Fortified;3.9;91;52.8;Portugal;Porto
Andresen;1995;1154891;Special Selection Colheita Porto 1995;Fortified;4.0;123;68.77;Portugal;Porto
Kopke;1995;76372;Colheita Port 1995;Fortified;4.1;132;114.01;Portugal;Porto
C. da Silva;1995;2258813;Dalva Colheita Porto 1995;Fortified;4.1;265;41.4;Portugal;Porto
Cálem;1995;76390;Quinta da Foz Vintage Port 1995;Fortified;4.1;86;39.9;Portugal;Porto
Poças;1995;1146421;Quinta de Santa Barbara Colheita  Porto 1995;Fortified;4.1;190;49.8;Portugal;Porto
Poças;1995;1136261;Colheita Port 1995;Fortified;4.2;135;30.6;Portugal;Porto
Messias;1995;1521009;Colheita Port 1995;Fortified;4.2;166;165.0;Portugal;Porto
Vista Alegre;1995;1196275;Colheita Porto 1995;Fortified;4.2;63;61.19;Portugal;Porto
Fonseca;1995;33324;Guimaraens Vintage Port 1995;Fortified;4.2;403;85.0;Portugal;Porto
Quinta do Infantado;1995;1204939;Vintage Port 1995;Fortified;4.2;53;111.32;Portugal;Porto
W. & J. Graham's;1995;1391837;Quinta dos Malvedos Vintage Port 1995;Fortified;4.3;61;125.0;Portugal;Porto
Quinta do Noval;1995;1175612;Port Tawny Colheita 1995;Fortified;4.4;164;139.8;Portugal;Porto
Taylor's;1995;88352;Quinta de Vargellas Vintage Port 1995;Fortified;4.4;202;69.0;Portugal;Porto
Quinta do Vesuvio;1995;1099392;Vintage Port 1995;Fortified;4.4;248;72.72;Portugal;Porto
Krohn;1996;1136061;Colheita Port 1996;Fortified;4.0;228;47.6;Portugal;Porto
Burmester;1996;76378;Colheita Port 1996;Fortified;4.0;317;34.55;Portugal;Porto
Poças;1996;1150822;Vintage Port 1996;Fortified;4.0;112;40.61;Portugal;Porto
Poças;1996;1136261;Colheita Port 1996;Fortified;4.1;269;46.95;Portugal;Porto
Barros;1996;1189822;Colheita Porto 1996;Fortified;4.3;316;41.87;Portugal;Porto
Dow's;1996;80417;Colheita Single Harvest Tawny Port 1996;Fortified;4.3;122;68.65;Portugal;Porto
Quinta do Estanho;1996;1179495;Vintage Port 1996;Fortified;4.3;65;70.0;Portugal;Porto
Quinta do Vesuvio;1996;1099392;Vintage Port 1996;Fortified;4.3;212;77.03;Portugal;Porto
Romariz;1997;1180273;Vintage Port 1997;Fortified;3.6;52;115.13;Portugal;Porto
Rozès;1997;1135937;Port Late Bottled Vintage 1997;Fortified;3.9;113;42.0;Portugal;Porto
Ferreira;1997;75996;Vintage Port 1997;Fortified;3.9;61;64.5;Portugal;Porto
Poças;1997;1150822;Vintage Port 1997;Fortified;3.9;88;44.72;Portugal;Porto
Quinta do Portal;1997;1136448;Vintage Port 1997;Fortified;3.9;88;65.0;Portugal;Porto
C. da Silva;1997;2258813;Dalva Colheita Porto 1997;Fortified;4.0;260;33.0;Portugal;Porto
Andresen;1997;1154891;Special Selection Colheita Porto 1997;Fortified;4.0;94;62.41;Portugal;Porto
Kopke;1997;76371;Vintage Port 1997;Fortified;4.0;116;61.5;Portugal;Porto
Burmester;1997;76382;Vintage Port 1997;Fortified;4.0;333;63.0;Portugal;Porto
Krohn;1997;1136061;Colheita Port 1997;Fortified;4.1;95;45.9;Portugal;Porto
Vista Alegre;1997;1196275;Colheita Porto 1997;Fortified;4.1;61;43.9;Portugal;Porto
Justino's Madeira;1997;2652776;Colheita Verdelho Madeira 1997;Fortified;4.1;152;42.96;Portugal;Madeira
Cálem;1997;76390;Quinta da Foz Vintage Port 1997;Fortified;4.1;102;35.37;Portugal;Porto
Sandeman;1997;1179680;Quinta do Vau Vintage Port 1997;Fortified;4.1;290;30.49;Portugal;Porto
Barão de Vilar;1997;1208062;Vintage Port 1997;Fortified;4.1;59;50.76;Portugal;Porto
Ramos Pinto;1997;13303;Vintage Porto 1997;Fortified;4.1;81;44.72;Portugal;Porto
Quinta do Infantado;1997;1204939;Vintage Port 1997;Fortified;4.2;61;99.56;Portugal;Porto
Niepoort;1997;1162976;Vintage Port 1997;Fortified;4.2;131;77.24;Portugal;Porto
Quinta do Noval;1997;2211339;Silval Vintage Port 1997;Fortified;4.3;169;50.39;Portugal;Porto
Quinta das Carvalhas;1997;1380501;Vintage Port 1997;Fortified;4.3;62;64.82;Portugal;Porto
Fonseca;1997;1206377;Vintage Port 1997;Fortified;4.3;81;77.24;Portugal;Porto
Niepoort;1997;8971;Colheita Port 1997;Fortified;4.4;350;43.86;Portugal;Porto
Quinta do Crasto;1997;4656452;Colheita Porto 1997;Fortified;4.4;131;49.21;Portugal;Porto
W. & J. Graham's;1997;45454;Vintage Port 1997;Fortified;4.4;166;64.63;Portugal;Porto
Quinta do Vesuvio;1997;1099392;Vintage Port 1997;Fortified;4.4;191;74.8;Portugal;Porto
Krohn;1998;1136061;Colheita Port 1998;Fortified;3.8;125;55.0;Portugal;Porto
Vista Alegre;1998;1172847;Vintage Port 1998;Fortified;3.8;53;35.23;Portugal;Porto
Burmester;1998;76378;Colheita Port 1998;Fortified;4.0;433;42.68;Portugal;Porto
Fonseca;1998;33324;Guimaraens Vintage Port 1998;Fortified;4.0;323;56.87;Portugal;Porto
Warre's;1998;1278851;Quinta da Cavadinha Vintage Port 1998;Fortified;4.1;301;35.0;Portugal;Porto
Kopke;1998;76372;Colheita Port 1998;Fortified;4.2;341;57.75;Portugal;Porto
Andresen;1998;1154891;Special Selection Colheita Porto 1998;Fortified;4.2;61;51.5;Portugal;Porto
Kopke;1998;76371;Vintage Port 1998;Fortified;4.2;50;66.27;Portugal;Porto
Quinta do Crasto;1998;4656452;Colheita Porto 1998;Fortified;4.3;109;48.92;Portugal;Porto
Cálem;1998;1198393;Porto Tawny Colheita 1998;Fortified;4.3;68;79.45;Portugal;Porto
Quinta do Vesuvio;1998;1099392;Vintage Port 1998;Fortified;4.5;145;73.13;Portugal;Porto
Quinta das Heredias;1999;1212201;Vintage Porto 1999;Fortified;3.6;124;48.25;Portugal;Porto
Barão de Vilar;1999;1208062;Vintage Port 1999;Fortified;3.7;51;48.81;Portugal;Porto
Quinta do Portal;1999;1136448;Vintage Port 1999;Fortified;3.8;217;53.5;Portugal;Porto
Offley;1999;76063;Vintage Port Boa Vista 1999;Fortified;3.8;80;49.5;Portugal;Porto
Quinta do Convento;1999;7571033;Branco 1999;White;4.1;85;29.95;Portugal;Douro
Herdade do Cebolal;1999;1489231;Branco 1999;White;4.1;64;13.22;Portugal;Península de Setúbal
C. da Silva;1999;2258813;Dalva Colheita Porto 1999;Fortified;4.1;78;27.9;Portugal;Porto
Dow's;1999;1197144;Quinta do Bomfim Vintage Port 1999;Fortified;4.1;98;195.0;Portugal;Porto
Sandeman;1999;1179680;Quinta do Vau Vintage Port 1999;Fortified;4.1;700;19.5;Portugal;Porto
Quinta do Castelinho;1999;1179372;Vintage Port 1999;Fortified;4.1;58;45.0;Portugal;Porto
Casa Santa Eufemia;1999;1816521;Vintage Port 1999;Fortified;4.1;62;49.5;Portugal;Porto
Burmester;1999;76378;Colheita Port 1999;Fortified;4.2;70;48.9;Portugal;Porto
Morgadio da Calçada;1999;1202003;Colheita Porto 1999;Fortified;4.2;57;42.84;Portugal;Porto
Favaios;1999;1156162;Colheita Moscatel Do Douro 1999;Fortified;4.3;73;75.0;Portugal;Douro
Porto Cruz;1999;5376783;Gran Cruz Colheita Porto 1999;Fortified;4.3;101;29.89;Portugal;Porto
Ferreira;1999;75996;Vintage Port 1999;Fortified;4.3;53;73.2;Portugal;Porto
Quinta do Vesuvio;1999;1099392;Vintage Port 1999;Fortified;4.3;98;107.99;Portugal;Porto
Quevedo;2000;1496958;Colheita Port 2000;Fortified;3.8;129;43.14;Portugal;Porto
Messias;2000;1521009;Colheita Port 2000;Fortified;3.8;138;65.0;Portugal;Porto
Poças;2000;1150822;Vintage Port 2000;Fortified;3.8;53;34.02;Portugal;Porto
Krohn;2000;1136061;Colheita Port 2000;Fortified;4.0;115;30.49;Portugal;Porto
Kopke;2000;76372;Colheita Port 2000;Fortified;4.0;395;36.59;Portugal;Porto
Burmester;2000;76378;Colheita Port 2000;Fortified;4.0;623;60.52;Portugal;Porto
Burmester;2000;1127986;Late Bottled Vintage Port 2000;Fortified;4.0;145;28.46;Portugal;Porto
Burmester;2000;76382;Vintage Port 2000;Fortified;4.0;234;52.4;Portugal;Porto
Royal Oporto;2000;81181;Colheita Porto 2000;Fortified;4.1;170;35.0;Portugal;Porto
Cálem;2000;1198393;Porto Tawny Colheita 2000;Fortified;4.1;135;30.0;Portugal;Porto
Sandeman;2000;1179680;Quinta do Vau Vintage Port 2000;Fortified;4.2;238;32.11;Portugal;Porto
Gould Campbell;2000;1203034;Vintage Port 2000;Fortified;4.2;85;45.0;Portugal;Porto
Quinta Nova de Nossa Senhora do Carmo;2000;1200390;Late Bottled Vintage Port 2000;Fortified;4.3;70;65.0;Portugal;Porto
Ramos Pinto;2000;1368603;Late Bottled Vintage Port 2000;Fortified;4.3;101;57.0;Portugal;Porto
Quinta do Vale Meão;2000;1136945;Vintage Port 2000;Fortified;4.3;50;159.0;Portugal;Porto
Real Companhia Velha;2000;1266123;Vintage Port 2000;Fortified;4.3;83;86.28;Portugal;Porto
Niepoort;2000;1162976;Vintage Port 2000;Fortified;4.3;151;60.98;Portugal;Porto
